station_id,datetime,value
22,2023-08-22 00:45:24.960000,-0.57
22,2023-08-22 01:00:10.129000,-0.55
22,2023-08-22 01:00:11.023000,-0.55
22,2023-08-22 01:30:14.716000,-0.7
22,2023-08-22 01:30:14.904000,-0.7
22,2023-08-22 01:45:10.777000,-0.7
22,2023-08-22 01:45:11.175000,-0.7
22,2023-08-22 02:00:10.392000,-0.6
22,2023-08-22 02:00:10.755000,-0.6
22,2023-08-22 02:15:12.589000,-0.67
22,2023-08-22 02:15:40.869000,-0.67
22,2023-08-22 02:30:13.991000,-0.53
22,2023-08-22 02:30:14.767000,-0.53
22,2023-08-22 02:45:10.004000,-0.54
